TOP.5c59df19.000d4b8a	START
TOP.5c59e4a3.000489ac	user_options->remove	1
TOP.5c59e4a3.000489ac	user_options->remove_timer	60
TOP.5c59e4a3.000489ac	user_options->restore	0
TOP.5c59e4a3.000489ac	user_options->restore_disable	0
TOP.5c59e4a3.000489ac	user_options->restore_timer	60
TOP.5c59e4a3.000489ac	user_options->rp_files_cnt	0
TOP.5c59e4a3.000489ac	user_options->rp_gen	0
TOP.5c59e4a3.000489ac	user_options->rp_gen_func_max	4
TOP.5c59e4a3.000489ac	user_options->rp_gen_func_min	1
TOP.5c59e4a3.000489ac	user_options->rp_gen_seed	0
TOP.5c59e4a3.000489ac	user_options->runtime	0
TOP.5c59e4a3.000489ac	user_options->scrypt_tmto	0
TOP.5c59e4a3.000489ac	user_options->segment_size	33554432
TOP.5c59e4a3.000489ac	user_options->self_test_disable	0
TOP.5c59e4a3.000489ac	user_options->slow_candidates	0
TOP.5c59e4a3.000489ac	user_options->show	0
TOP.5c59e4a3.000489ac	user_options->speed_only	0
TOP.5c59e4a3.000489ac	user_options->spin_damp	8
TOP.5c59e4a3.000489ac	user_options->status	1
TOP.5c59e4a3.000489ac	user_options->status_timer	60
TOP.5c59e4a3.000489ac	user_options->stdout_flag	0
TOP.5c59e4a3.000489ac	user_options->usage	0
TOP.5c59e4a3.000489ac	user_options->username	0
TOP.5c59e4a3.000489ac	user_options->veracrypt_pim	0
TOP.5c59e4a3.000489ac	user_options->version	0
TOP.5c59e4a3.000489ac	user_options->workload_profile	3
TOP.5c59e4a3.000489ac	user_options->brain_client	0
TOP.5c59e4a3.000489ac	user_options->brain_client_features	2
TOP.5c59e4a3.000489ac	user_options->brain_server	0
TOP.5c59e4a3.000489ac	user_options->brain_port	6863
TOP.5c59e4a3.000489ac	user_options->brain_session	0
TOP.5c59e4a3.000489ac	hashes->hashfile	C:\Users\vimal\Desktop\hashme.txt
TOP.5c59e4a3.000489ac	hashes->hashlist_mode	4
TOP.5c59e4a3.000489ac	hashes->hashlist_format	0
TOP.5c59e4a3.000489ac	hashes->hashes_cnt	0
TOP.5c59e4a3.000489ac	hashes->digests_cnt	1
TOP.5c59e4a3.000489ac	hashes->digests_done	0
TOP.5c59e4a3.000489ac	hashes->salts_cnt	1
TOP.5c59e4a3.000489ac	hashes->salts_done	0
TOP.5c59e4a3.000489ac	SUB.5c59e4a4.000554e4	START
TOP.5c59e4a3.000489ac	SUB.5c59e4a4.000554e4	mask_ctx->mask	?a?a?a?a
TOP.5c59e4a3.000489ac	SUB.5c59e4a4.000554e4	runtime_start	1549395108
TOP.5c59e4a3.000489ac	SUB.5c59e4a4.000554e4	runtime_stop	1549395109
TOP.5c59e4a3.000489ac	SUB.5c59e4a4.000554e4	status-after-work	5
TOP.5c59e4a3.000489ac	SUB.5c59e4a4.000554e4	STOP
TOP.5c59e4a3.000489ac	SUB.5c59e4a5.0001aa3e	START
TOP.5c59e4a3.000489ac	SUB.5c59e4a5.0001aa3e	mask_ctx->mask	?a?a?a?a?a
TOP.5c59e4a3.000489ac	SUB.5c59e4a5.0001aa3e	runtime_start	1549395109
TOP.5c59e4a3.000489ac	SUB.5c59e4a5.0001aa3e	runtime_stop	1549395110
TOP.5c59e4a3.000489ac	SUB.5c59e4a5.0001aa3e	status-after-work	6
TOP.5c59e4a3.000489ac	SUB.5c59e4a5.0001aa3e	STOP
TOP.5c59e4a3.000489ac	proc_start	1549395107
TOP.5c59e4a3.000489ac	proc_stop	1549395111
TOP.5c59e4a3.000489ac	STOP
TOP.5c59e4da.000c0c57	START
TOP.5c59e4da.000c0c57	user_options->separator	:
TOP.5c59e4da.000c0c57	user_options->custom_charset_1	?l?d?u
TOP.5c59e4da.000c0c57	user_options->custom_charset_2	?l?d
TOP.5c59e4da.000c0c57	user_options->custom_charset_3	?l?d*!$@_
TOP.5c59e4da.000c0c57	user_options->encoding_from	utf-8
TOP.5c59e4da.000c0c57	user_options->encoding_to	utf-8
TOP.5c59e4da.000c0c57	user_options->opencl_device_types	1
TOP.5c59e4da.000c0c57	user_options->outfile	C:\Users\vimal\Desktop\chashed.txt
TOP.5c59e4da.000c0c57	user_options->rule_buf_l	:
TOP.5c59e4da.000c0c57	user_options->rule_buf_r	:
TOP.5c59e4da.000c0c57	user_options->session	2019-02-05
TOP.5c59e4da.000c0c57	user_options->limit	0
TOP.5c59e4da.000c0c57	user_options->skip	0
TOP.5c59e4da.000c0c57	user_options->attack_mode	3
TOP.5c59e4da.000c0c57	user_options->benchmark	0
TOP.5c59e4da.000c0c57	user_options->benchmark_all	0
TOP.5c59e4da.000c0c57	user_options->bitmap_max	18
TOP.5c59e4da.000c0c57	user_options->bitmap_min	16
TOP.5c59e4da.000c0c57	user_options->debug_mode	0
TOP.5c59e4da.000c0c57	user_options->example_hashes	0
TOP.5c59e4da.000c0c57	user_options->force	0
TOP.5c59e4da.000c0c57	user_options->hwmon_disable	1
TOP.5c59e4da.000c0c57	user_options->hwmon_temp_abort	0
TOP.5c59e4da.000c0c57	user_options->hash_mode	100
TOP.5c59e4da.000c0c57	user_options->hex_charset	0
TOP.5c59e4da.000c0c57	user_options->hex_salt	0
TOP.5c59e4da.000c0c57	user_options->hex_wordlist	0
TOP.5c59e4da.000c0c57	user_options->increment	1
TOP.5c59e4da.000c0c57	user_options->increment_max	7
TOP.5c59e4da.000c0c57	user_options->increment_min	4
TOP.5c59e4da.000c0c57	user_options->keep_guessing	0
TOP.5c59e4da.000c0c57	user_options->kernel_accel	0
TOP.5c59e4da.000c0c57	user_options->kernel_loops	0
TOP.5c59e4da.000c0c57	user_options->kernel_threads	0
TOP.5c59e4da.000c0c57	user_options->keyspace	0
TOP.5c59e4da.000c0c57	user_options->left	0
TOP.5c59e4da.000c0c57	user_options->logfile_disable	0
TOP.5c59e4da.000c0c57	user_options->loopback	0
TOP.5c59e4da.000c0c57	user_options->machine_readable	0
TOP.5c59e4da.000c0c57	user_options->markov_classic	0
TOP.5c59e4da.000c0c57	user_options->markov_disable	0
TOP.5c59e4da.000c0c57	user_options->markov_threshold	256
TOP.5c59e4da.000c0c57	user_options->opencl_info	0
TOP.5c59e4da.000c0c57	user_options->opencl_vector_width	0
TOP.5c59e4da.000c0c57	user_options->optimized_kernel_enable	1
TOP.5c59e4da.000c0c57	user_options->outfile_autohex	1
TOP.5c59e4da.000c0c57	user_options->outfile_check_timer	5
TOP.5c59e4da.000c0c57	user_options->outfile_format	3
TOP.5c59e4da.000c0c57	user_options->wordlist_autohex_disable	0
TOP.5c59e4da.000c0c57	user_options->potfile_disable	1
TOP.5c59e4da.000c0c57	user_options->progress_only	0
TOP.5c59e4da.000c0c57	user_options->quiet	0
TOP.5c59e4da.000c0c57	user_options->remove	1
TOP.5c59e4da.000c0c57	user_options->remove_timer	60
TOP.5c59e4da.000c0c57	user_options->restore	0
TOP.5c59e4da.000c0c57	user_options->restore_disable	0
TOP.5c59e4da.000c0c57	user_options->restore_timer	60
TOP.5c59e4da.000c0c57	user_options->rp_files_cnt	0
TOP.5c59e4da.000c0c57	user_options->rp_gen	0
TOP.5c59e4da.000c0c57	user_options->rp_gen_func_max	4
TOP.5c59e4da.000c0c57	user_options->rp_gen_func_min	1
TOP.5c59e4da.000c0c57	user_options->rp_gen_seed	0
TOP.5c59e4da.000c0c57	user_options->runtime	0
TOP.5c59e4da.000c0c57	user_options->scrypt_tmto	0
TOP.5c59e4da.000c0c57	user_options->segment_size	33554432
TOP.5c59e4da.000c0c57	user_options->self_test_disable	0
TOP.5c59e4da.000c0c57	user_options->slow_candidates	0
TOP.5c59e4da.000c0c57	user_options->show	0
TOP.5c59e4da.000c0c57	user_options->speed_only	0
TOP.5c59e4da.000c0c57	user_options->spin_damp	8
TOP.5c59e4da.000c0c57	user_options->status	1
TOP.5c59e4da.000c0c57	user_options->status_timer	60
TOP.5c59e4da.000c0c57	user_options->stdout_flag	0
TOP.5c59e4da.000c0c57	user_options->usage	0
TOP.5c59e4da.000c0c57	user_options->username	0
TOP.5c59e4da.000c0c57	user_options->veracrypt_pim	0
TOP.5c59e4da.000c0c57	user_options->version	0
TOP.5c59e4da.000c0c57	user_options->workload_profile	3
TOP.5c59e4da.000c0c57	user_options->brain_client	0
TOP.5c59e4da.000c0c57	user_options->brain_client_features	2
TOP.5c59e4da.000c0c57	user_options->brain_server	0
TOP.5c59e4da.000c0c57	user_options->brain_port	6863
TOP.5c59e4da.000c0c57	user_options->brain_session	0
TOP.5c59e4da.000c0c57	hashes->hashfile	C:\Users\vimal\Desktop\hashme.txt
TOP.5c59e4da.000c0c57	hashes->hashlist_mode	4
TOP.5c59e4da.000c0c57	hashes->hashlist_format	0
TOP.5c59e4da.000c0c57	hashes->hashes_cnt	0
TOP.5c59e4da.000c0c57	hashes->digests_cnt	1
TOP.5c59e4da.000c0c57	hashes->digests_done	0
TOP.5c59e4da.000c0c57	hashes->salts_cnt	1
TOP.5c59e4da.000c0c57	hashes->salts_done	0
TOP.5c59e4da.000c0c57	SUB.5c59e4db.000acf58	START
TOP.5c59e4da.000c0c57	SUB.5c59e4db.000acf58	mask_ctx->mask	?1?2?2?2
TOP.5c59e4da.000c0c57	SUB.5c59e4db.000acf58	runtime_start	1549395163
TOP.5c59e4da.000c0c57	SUB.5c59e4db.000acf58	runtime_stop	1549395163
TOP.5c59e4da.000c0c57	SUB.5c59e4db.000acf58	status-after-work	5
TOP.5c59e4da.000c0c57	SUB.5c59e4db.000acf58	STOP
TOP.5c59e4da.000c0c57	SUB.5c59e4db.000dccf0	START
TOP.5c59e4da.000c0c57	SUB.5c59e4db.000dccf0	mask_ctx->mask	?1?2?2?2?2
TOP.5c59e4da.000c0c57	SUB.5c59e4db.000dccf0	runtime_start	1549395163
TOP.5c59e4da.000c0c57	SUB.5c59e4db.000dccf0	runtime_stop	1549395164
TOP.5c59e4da.000c0c57	SUB.5c59e4db.000dccf0	status-after-work	5
TOP.5c59e4da.000c0c57	SUB.5c59e4db.000dccf0	STOP
TOP.5c59e4da.000c0c57	SUB.5c59e4dc.000ee8dc	START
TOP.5c59e4da.000c0c57	SUB.5c59e4dc.000ee8dc	mask_ctx->mask	?1?2?2?2?2?2
TOP.5c59e4da.000c0c57	SUB.5c59e4dc.000ee8dc	runtime_start	1549395165
TOP.5c59e4da.000c0c57	SUB.5c59e4dc.000ee8dc	runtime_stop	1549395184
TOP.5c59e4da.000c0c57	SUB.5c59e4dc.000ee8dc	status-after-work	5
TOP.5c59e4da.000c0c57	SUB.5c59e4dc.000ee8dc	STOP
TOP.5c59e4da.000c0c57	SUB.5c59e4f0.0008c873	START
TOP.5c59e4da.000c0c57	SUB.5c59e4f0.0008c873	mask_ctx->mask	?1?2?2?2?2?2?2
TOP.5c59e4da.000c0c57	SUB.5c59e4f0.0008c873	runtime_start	1549395184
TOP.5c59e4da.000c0c57	SUB.5c59e4f0.0008c873	runtime_stop	1549395188
TOP.5c59e4da.000c0c57	SUB.5c59e4f0.0008c873	status-after-work	6
TOP.5c59e4da.000c0c57	SUB.5c59e4f0.0008c873	STOP
TOP.5c59e4da.000c0c57	proc_start	1549395162
TOP.5c59e4da.000c0c57	proc_stop	1549395190
TOP.5c59e4da.000c0c57	STOP
